Dex,Pokemon,Type Icon I,Type Icon II,Sprite,Raw (Showdown),Image,Raw (Serebii),Current Team,Current Trainer,Tier,Games GP,W,L,WR,KDA K,D,+/-,Damage Dmg Dealt,Dmg Taken,Dmg Diff,Dmg Ratio,Column 103,HP,Atk,Def,SpA,SpD,Spe,Total,Type I,Type II,Ability I,Ability II,Hidden Ability,Season 1 Team,Exceptions,Exception Only,Column 78,Mold Breaker Weaknesses Normal,Fire,Water,Electric,Grass,Ice,Fighting,Poison,Ground,Flying,Psychic,Bug,Rock,Ghost,Dragon,Dark,Steel,Fairy,Column 77,Weaknesses + Only Unoptional Exceptions Normal1,Fire1,Water1,Electric1,Grass1,Ice1,Fighting1,Poison1,Ground1,Flying1,Psychic1,Bug1,Rock1,Ghost1,Dragon1,Dark1,Steel1,Fairy1,Column 98,Weaknesses + All Exceptions Normal2,Fire2,Water2,Electric2,Grass2,Ice2,Fighting2,Poison2,Ground2,Flying2,Psychic2,Bug2,Rock2,Ghost2,Dragon2,Dark2,Steel2,Fairy2,Column 79,Showdown Gen 5 Link,Serebii New,Serebii Link,Raw (Pokemon DB),DBLink,Backup DBLink,Blank
25,Pikachu,,,,pikachu,,025,,,C,,,,,,,,,,,,,35,55,40,50,50,90,320,Electric,,Static,,Lightningrod,,0,-2,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/pikachu.png,https://www.serebii.net/scarletviolet/pokemon/new/025.png,https://www.serebii.net/pokemon/art/025.png,pikachu,https://img.pokemondb.net/artwork/large/pikachu.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/pikachu.png,
26,Raichu-A,,,,raichu-alola,,026-a,,,B,,,,,,,,,,,,,60,85,50,95,85,110,485,Electric,Psychic,Surge Surfer,,,,0,-1,,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,0.5,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/raichu-alola.png,https://www.serebii.net/scarletviolet/pokemon/new/026-a.png,https://www.serebii.net/pokemon/art/026-a.png,raichu-alolan,https://img.pokemondb.net/artwork/large/raichu-alolan.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/raichu-alolan.png,
26,Raichu,,,,raichu,,026,,,B,,,,,,,,,,,,,60,90,55,90,80,110,485,Electric,,Static,,Lightningrod,,0,-2,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/raichu.png,https://www.serebii.net/scarletviolet/pokemon/new/026.png,https://www.serebii.net/pokemon/art/026.png,raichu,https://img.pokemondb.net/artwork/large/raichu.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/raichu.png,
27,Sandshrew-A,,,,sandshrew-alola,,027-a,,,Z,,,,,,,,,,,,,50,75,90,10,35,40,300,Ice,Steel,Snow Cloak,,Slush Rush,,0,-2,,0.5,4.0,1.0,1.0,0.5,0.25,4.0,0.0,2.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,,0.5,4.0,1.0,1.0,0.5,0.25,4.0,0.0,2.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/sandshrew-alola.png,https://www.serebii.net/scarletviolet/pokemon/new/027-a.png,https://www.serebii.net/pokemon/art/027-a.png,sandshrew-alolan,https://img.pokemondb.net/artwork/large/sandshrew-alolan.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/sandshrew-alolan.png,
27,Sandshrew,,,,sandshrew,,027,,,Z,,,,,,,,,,,,,50,75,85,20,30,40,300,Ground,,Sand Veil,,Sand Rush,,0,-2,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/sandshrew.png,https://www.serebii.net/scarletviolet/pokemon/new/027.png,https://www.serebii.net/pokemon/art/027.png,sandshrew,https://img.pokemondb.net/artwork/large/sandshrew.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/sandshrew.png,
28,Sandslash-A,,,,sandslash-alola,,028-a,,,C,,,,,,,,,,,,,75,100,120,25,65,65,450,Ice,Steel,Snow Cloak,,Slush Rush,,0,-2,,0.5,4.0,1.0,1.0,0.5,0.25,4.0,0.0,2.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,,0.5,4.0,1.0,1.0,0.5,0.25,4.0,0.0,2.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/sandslash-alola.png,https://www.serebii.net/scarletviolet/pokemon/new/028-a.png,https://www.serebii.net/pokemon/art/028-a.png,sandslash-alolan,https://img.pokemondb.net/artwork/large/sandslash-alolan.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/sandslash-alolan.png,
28,Sandslash,,,,sandslash,,028,,,C,,,,,,,,,,,,,75,100,110,45,55,65,450,Ground,,Sand Veil,,Sand Rush,,0,-2,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/sandslash.png,https://www.serebii.net/scarletviolet/pokemon/new/028.png,https://www.serebii.net/pokemon/art/028.png,sandslash,https://img.pokemondb.net/artwork/large/sandslash.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/sandslash.png,
29,Nidoran-F,,,,nidoranf,,029,,,Z,,,,,,,,,,,,,55,47,52,40,40,41,275,Poison,,Poison Point,Rivalry,Hustle,,0,-3,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/nidoranf.png,https://www.serebii.net/scarletviolet/pokemon/new/029.png,https://www.serebii.net/pokemon/art/029.png,nidoran-f,https://img.pokemondb.net/artwork/large/nidoran-f.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/nidoran-f.png,
30,Nidorina,,,,nidorina,,030,,,Z,,,,,,,,,,,,,70,62,67,55,55,56,365,Poison,,Poison Point,Rivalry,Hustle,,0,-3,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/nidorina.png,https://www.serebii.net/scarletviolet/pokemon/new/030.png,https://www.serebii.net/pokemon/art/030.png,nidorina,https://img.pokemondb.net/artwork/large/nidorina.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/nidorina.png,
31,Nidoqueen,,,,nidoqueen,,031,,,B,,,,,,,,,,,,,90,92,87,75,85,76,505,Poison,Ground,Poison Point,Rivalry,Sheer Force,,0,-3,,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/nidoqueen.png,https://www.serebii.net/scarletviolet/pokemon/new/031.png,https://www.serebii.net/pokemon/art/031.png,nidoqueen,https://img.pokemondb.net/artwork/large/nidoqueen.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/nidoqueen.png,
32,Nidoran-M,,,,nidoranm,,032,,,Z,,,,,,,,,,,,,46,57,40,40,40,50,273,Poison,,Poison Point,Rivalry,Hustle,,0,-3,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/nidoranm.png,https://www.serebii.net/scarletviolet/pokemon/new/032.png,https://www.serebii.net/pokemon/art/032.png,nidoran-m,https://img.pokemondb.net/artwork/large/nidoran-m.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/nidoran-m.png,
33,Nidorino,,,,nidorino,,033,,,Z,,,,,,,,,,,,,61,72,57,55,55,65,365,Poison,,Poison Point,Rivalry,Hustle,,0,-3,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/nidorino.png,https://www.serebii.net/scarletviolet/pokemon/new/033.png,https://www.serebii.net/pokemon/art/033.png,nidorino,https://img.pokemondb.net/artwork/large/nidorino.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/nidorino.png,
34,Nidoking,,,,nidoking,,034,,,B,,,,,,,,,,,,,81,102,77,85,75,85,505,Poison,Ground,Poison Point,Rivalry,Sheer Force,,0,-3,,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,2.0,0.0,1.0,2.0,0.5,0.25,2.0,1.0,2.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/nidoking.png,https://www.serebii.net/scarletviolet/pokemon/new/034.png,https://www.serebii.net/pokemon/art/034.png,nidoking,https://img.pokemondb.net/artwork/large/nidoking.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/nidoking.png,
35,Clefairy,,,,clefairy,,035,,,B,,,,,,,,,,,,,70,45,48,60,65,35,323,Fairy,,Cute Charm,Magic Guard,Friend Guard,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/clefairy.png,https://www.serebii.net/scarletviolet/pokemon/new/035.png,https://www.serebii.net/pokemon/art/035.png,clefairy,https://img.pokemondb.net/artwork/large/clefairy.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/clefairy.png,
36,Clefable,,,,clefable,,036,,,B,,,,,,,,,,,,,95,70,73,95,90,60,483,Fairy,,Cute Charm,Magic Guard,Unaware,,0,-3,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/clefable.png,https://www.serebii.net/scarletviolet/pokemon/new/036.png,https://www.serebii.net/pokemon/art/036.png,clefable,https://img.pokemondb.net/artwork/large/clefable.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/clefable.png,
37,Vulpix-A,,,,vulpix-alola,,037-a,,,Z,,,,,,,,,,,,,38,41,40,50,65,65,299,Ice,Fairy,Snow Cloak,,Snow Warning,,0,-2,,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,0.5,4.0,1.0,,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,0.5,4.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/vulpix-alola.png,https://www.serebii.net/scarletviolet/pokemon/new/037-a.png,https://www.serebii.net/pokemon/art/037-a.png,vulpix-alolan,https://img.pokemondb.net/artwork/large/vulpix-alolan.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/vulpix-alolan.png,
37,Vulpix,,,,vulpix,,037,,,Z,,,,,,,,,,,,,38,41,40,50,65,65,299,Fire,,Flash Fire,,Drought,,1,-1,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/vulpix.png,https://www.serebii.net/scarletviolet/pokemon/new/037.png,https://www.serebii.net/pokemon/art/037.png,vulpix,https://img.pokemondb.net/artwork/large/vulpix.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/vulpix.png,
38,Ninetales-A,,,,ninetales-alola,,038-a,,,B,,,,,,,,,,,,,73,67,75,81,100,109,505,Ice,Fairy,Snow Cloak,,Snow Warning,,0,-2,,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,0.5,4.0,1.0,,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,0.0,0.5,4.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/ninetales-alola.png,https://www.serebii.net/scarletviolet/pokemon/new/038-a.png,https://www.serebii.net/pokemon/art/038-a.png,ninetales-alolan,https://img.pokemondb.net/artwork/large/ninetales-alolan.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/ninetales-alolan.png,
38,Ninetales,,,,ninetales,,038,,,C,,,,,,,,,,,,,73,76,75,81,100,100,505,Fire,,Flash Fire,,Drought,,1,-1,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/ninetales.png,https://www.serebii.net/scarletviolet/pokemon/new/038.png,https://www.serebii.net/pokemon/art/038.png,ninetales,https://img.pokemondb.net/artwork/large/ninetales.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/ninetales.png,
39,Jigglypuff,,,,jigglypuff,,039,,,Z,,,,,,,,,,,,,115,45,20,45,25,20,270,Normal,Fairy,Cute Charm,,Friend Guard,,0,-2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/jigglypuff.png,https://www.serebii.net/scarletviolet/pokemon/new/039.png,https://www.serebii.net/pokemon/art/039.png,jigglypuff,https://img.pokemondb.net/artwork/large/jigglypuff.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/jigglypuff.png,
40,Wigglytuff,,,,wigglytuff,,040,,,Z,,,,,,,,,,,,,140,70,45,85,50,45,435,Normal,Fairy,Cute Charm,,Frisk,,0,-2,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.5,2.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/wigglytuff.png,https://www.serebii.net/scarletviolet/pokemon/new/040.png,https://www.serebii.net/pokemon/art/040.png,wigglytuff,https://img.pokemondb.net/artwork/large/wigglytuff.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/wigglytuff.png,
41,Zubat,,,,zubat,,041,,,Z,,,,,,,,,,,,,40,45,35,30,40,55,245,Poison,Flying,Inner Focus,,Infiltrator,,0,-2,,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/zubat.png,https://www.serebii.net/scarletviolet/pokemon/new/041.png,https://www.serebii.net/pokemon/art/041.png,zubat,https://img.pokemondb.net/artwork/large/zubat.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/zubat.png,
42,Golbat,,,,golbat,,042,,,Z,,,,,,,,,,,,,75,80,70,65,75,90,455,Poison,Flying,Inner Focus,,Infiltrator,,0,-2,,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,,1.0,1.0,1.0,2.0,0.25,2.0,0.25,0.5,0.0,1.0,2.0,0.25,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/golbat.png,https://www.serebii.net/scarletviolet/pokemon/new/042.png,https://www.serebii.net/pokemon/art/042.png,golbat,https://img.pokemondb.net/artwork/large/golbat.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/golbat.png,
43,Oddish,,,,oddish,,043,,,Z,,,,,,,,,,,,,45,50,55,75,65,30,320,Grass,Poison,Chlorophyll,,Run Away,,0,-2,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/oddish.png,https://www.serebii.net/scarletviolet/pokemon/new/043.png,https://www.serebii.net/pokemon/art/043.png,oddish,https://img.pokemondb.net/artwork/large/oddish.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/oddish.png,
44,Gloom,,,,gloom,,044,,,Z,,,,,,,,,,,,,60,65,70,85,75,40,395,Grass,Poison,Chlorophyll,,Stench,,0,-2,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/gloom.png,https://www.serebii.net/scarletviolet/pokemon/new/044.png,https://www.serebii.net/pokemon/art/044.png,gloom,https://img.pokemondb.net/artwork/large/gloom.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/gloom.png,
45,Vileplume,,,,vileplume,,045,,,C,,,,,,,,,,,,,75,80,85,110,90,50,490,Grass,Poison,Chlorophyll,,Effect Spore,,0,-2,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/vileplume.png,https://www.serebii.net/scarletviolet/pokemon/new/045.png,https://www.serebii.net/pokemon/art/045.png,vileplume,https://img.pokemondb.net/artwork/large/vileplume.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/vileplume.png,
46,Paras,,,,paras,,046,,,Z,,,,,,,,,,,,,35,70,55,45,55,25,285,Bug,Grass,Effect Spore,Dry Skin,Damp,,1,-2,,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/paras.png,https://www.serebii.net/scarletviolet/pokemon/new/046.png,https://www.serebii.net/pokemon/art/046.png,paras,https://img.pokemondb.net/artwork/large/paras.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/paras.png,
47,Parasect,,,,parasect,,047,,,Z,,,,,,,,,,,,,60,95,80,60,80,30,405,Bug,Grass,Effect Spore,Dry Skin,Damp,,1,-2,,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,4.0,0.5,0.5,0.25,2.0,0.5,2.0,0.25,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/parasect.png,https://www.serebii.net/scarletviolet/pokemon/new/047.png,https://www.serebii.net/pokemon/art/047.png,parasect,https://img.pokemondb.net/artwork/large/parasect.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/parasect.png,
48,Venonat,,,,venonat,,048,,,Z,,,,,,,,,,,,,60,55,50,40,55,45,305,Bug,Poison,Compoundeyes,Tinted Lens,Run Away,,0,-3,,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/venonat.png,https://www.serebii.net/scarletviolet/pokemon/new/048.png,https://www.serebii.net/pokemon/art/048.png,venonat,https://img.pokemondb.net/artwork/large/venonat.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/venonat.png,
49,Venomoth,,,,venomoth,,049,,,Z,,,,,,,,,,,,,70,65,60,90,75,90,450,Bug,Poison,Shield Dust,Tinted Lens,Wonderskin,,0,-3,,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/venomoth.png,https://www.serebii.net/scarletviolet/pokemon/new/049.png,https://www.serebii.net/pokemon/art/049.png,venomoth,https://img.pokemondb.net/artwork/large/venomoth.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/venomoth.png,
50,Diglett-A,,,,diglett-alola,,050-a,,,Z,,,,,,,,,,,,,10,55,30,35,45,90,265,Ground,Steel,Sand Veil,Tangling Hair,Sand Force,,0,-3,,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/diglett-alola.png,https://www.serebii.net/scarletviolet/pokemon/new/050-a.png,https://www.serebii.net/pokemon/art/050-a.png,diglett-alolan,https://img.pokemondb.net/artwork/large/diglett-alolan.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/diglett-alolan.png,
50,Diglett,,,,diglett,,050,,,Z,,,,,,,,,,,,,10,55,25,35,45,95,265,Ground,,Sand Veil,Arena Trap,Sand Force,,0,-3,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/diglett.png,https://www.serebii.net/scarletviolet/pokemon/new/050.png,https://www.serebii.net/pokemon/art/050.png,diglett,https://img.pokemondb.net/artwork/large/diglett.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/diglett.png,
51,Dugtrio-A,,,,dugtrio-alola,,051-a,,,C,,,,,,,,,,,,,35,100,60,50,70,110,425,Ground,Steel,Sand Veil,Tangling Hair,Sand Force,,0,-3,,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,,0.5,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.5,0.5,0.5,0.25,1.0,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,https://play.pokemonshowdown.com/sprites/gen5/dugtrio-alola.png,https://www.serebii.net/scarletviolet/pokemon/new/051-a.png,https://www.serebii.net/pokemon/art/051-a.png,dugtrio-alolan,https://img.pokemondb.net/artwork/large/dugtrio-alolan.jpg,https://img.pokemondb.net/sprites/scarlet-violet/normal/dugtrio-alolan.png,
